period,client_id,service_line,man_hours_billed,external_production_cost,internal_cost_per_hour
2025-07-01,SMS-1006,Digital Strategy,20,0,350000
2025-07-01,SMS-1007,Media Performance,127,0,350000
2025-07-01,SMS-1007,Digital Strategy,180,0,350000
2025-07-01,SMS-1009,Digital Strategy,43,0,350000
2025-07-01,SMS-1010,Creative Production,62,55062855,350000
2025-07-01,SMS-1012,Creative Production,65,28363483,350000
2025-07-01,SMS-1013,Creative Production,23,7869992,350000
2025-07-01,SMS-1013,Media Performance,25,0,350000
2025-07-01,SMS-1016,Digital Strategy,18,0,350000
2025-07-01,SMS-1017,Creative Production,57,24537745,350000
2025-07-01,SMS-1018,Digital Strategy,49,0,350000
2025-07-01,SMS-1019,Media Performance,73,0,350000
2025-07-01,SMS-1021,Media Performance,18,0,350000
2025-07-01,SMS-1021,Creative Production,21,13140690,350000
2025-07-01,SMS-1022,Media Performance,20,0,350000
2025-07-01,SMS-1022,Digital Strategy,23,0,350000
2025-07-01,SMS-1025,Media Performance,58,0,350000
2025-07-01,SMS-1026,Digital Strategy,37,0,350000
2025-07-01,SMS-1027,Media Performance,70,0,350000
2025-07-01,SMS-1027,Creative Production,92,21795742,350000
2025-07-01,SMS-1028,Media Performance,57,0,350000
2025-07-01,SMS-1030,Creative Production,57,36703983,350000
2025-07-01,SMS-1031,Digital Strategy,73,0,350000
2025-07-01,SMS-1032,Digital Strategy,66,0,350000
2025-07-01,SMS-1034,Creative Production,49,30061383,350000
2025-07-01,SMS-1035,Digital Strategy,53,0,350000
2025-07-01,SMS-1037,Media Performance,180,0,350000
2025-07-01,SMS-1038,Creative Production,64,44974098,350000
2025-07-01,SMS-1038,Digital Strategy,66,0,350000
2025-07-01,SMS-1040,Digital Strategy,27,0,350000
2025-07-01,SMS-1041,Creative Production,70,15292341,350000
2025-07-01,SMS-1042,Digital Strategy,70,0,350000
2025-07-01,SMS-1042,Media Performance,49,0,350000
2025-07-01,SMS-1043,Digital Strategy,18,0,350000
2025-07-01,SMS-1043,Creative Production,25,5850117,350000
2025-07-01,SMS-1044,Media Performance,65,0,350000
2025-07-01,SMS-1045,Digital Strategy,47,0,350000
2025-07-01,SMS-1046,Media Performance,74,0,350000
2025-07-01,SMS-1047,Media Performance,53,0,350000
2025-07-01,SMS-1048,Media Performance,51,0,350000
2025-07-01,SMS-1048,Creative Production,77,30826480,350000
2025-07-01,SMS-1049,Media Performance,70,0,350000
2025-07-01,SMS-1049,Digital Strategy,50,0,350000
2025-07-01,SMS-1050,Creative Production,98,32683120,350000
2025-07-01,SMS-1053,Media Performance,62,0,350000
2025-07-01,SMS-1055,Creative Production,100,18970339,350000
2025-07-01,SMS-1056,Digital Strategy,142,0,350000
2025-07-01,SMS-1057,Digital Strategy,22,0,350000
2025-07-01,SMS-1058,Creative Production,79,30295804,350000
2025-07-01,SMS-1060,Media Performance,17,0,350000
2025-07-01,SMS-1062,Digital Strategy,63,0,350000
2025-07-01,SMS-1062,Creative Production,95,25522589,350000
2025-07-01,SMS-1066,Digital Strategy,41,0,350000
2025-07-01,SMS-1066,Media Performance,53,0,350000
2025-07-01,SMS-1067,Media Performance,70,0,350000
2025-07-01,SMS-1068,Digital Strategy,15,0,350000
2025-07-01,SMS-1069,Digital Strategy,27,0,350000
2025-07-01,SMS-1070,Digital Strategy,47,0,350000
2025-07-01,SMS-1072,Digital Strategy,26,0,350000
2025-07-01,SMS-1074,Digital Strategy,46,0,350000
2025-07-01,SMS-1075,Creative Production,88,28966023,350000
2025-07-01,SMS-1075,Digital Strategy,37,0,350000
2025-07-01,SMS-1076,Digital Strategy,21,0,350000
2025-07-01,SMS-1077,Media Performance,56,0,350000
2025-07-01,SMS-1077,Creative Production,86,32622777,350000
2025-07-01,SMS-1078,Media Performance,63,0,350000
2025-07-01,SMS-1079,Digital Strategy,52,0,350000
2025-07-01,SMS-1080,Digital Strategy,45,0,350000
2025-07-01,SMS-1080,Creative Production,85,20353787,350000
2025-07-01,SMS-1081,Media Performance,23,0,350000
2025-07-01,SMS-1081,Digital Strategy,15,0,350000
2025-07-01,SMS-1082,Creative Production,67,45704612,350000
2025-07-01,SMS-1082,Media Performance,69,0,350000
2025-07-01,SMS-1083,Creative Production,19,13324251,350000
2025-07-01,SMS-1083,Digital Strategy,21,0,350000
2025-07-01,SMS-1084,Digital Strategy,29,0,350000
2025-07-01,SMS-1086,Creative Production,28,5407787,350000
2025-07-01,SMS-1086,Media Performance,27,0,350000
2025-07-01,SMS-1087,Digital Strategy,71,0,350000
2025-07-01,SMS-1088,Creative Production,75,38469002,350000
2025-07-01,SMS-1090,Media Performance,122,0,350000
2025-07-01,SMS-1091,Media Performance,43,0,350000
2025-07-01,SMS-1091,Creative Production,71,51967917,350000
2025-07-01,SMS-1092,Media Performance,37,0,350000
2025-07-01,SMS-1093,Media Performance,39,0,350000
2025-07-01,SMS-1094,Digital Strategy,28,0,350000
2025-07-01,SMS-1095,Creative Production,93,19132115,350000
2025-07-01,SMS-1098,Media Performance,27,0,350000
2025-07-01,SMS-1098,Creative Production,36,7844584,350000
2025-07-01,SMS-1099,Media Performance,36,0,350000
2025-07-01,SMS-1100,Media Performance,56,0,350000
2025-07-01,SMS-1100,Creative Production,54,22970873,350000
2025-07-01,SMS-1101,Creative Production,210,92142488,350000
2025-07-01,SMS-1102,Digital Strategy,17,0,350000
2025-07-01,SMS-1102,Creative Production,16,13551818,350000
2025-07-01,SMS-1104,Media Performance,49,0,350000
2025-07-01,SMS-1105,Creative Production,56,28278689,350000
2025-07-01,SMS-1105,Media Performance,68,0,350000
2025-07-01,SMS-1106,Creative Production,167,64420064,350000
2025-07-01,SMS-1107,Media Performance,68,0,350000
2025-07-01,SMS-1108,Creative Production,64,23299577,350000
2025-07-01,SMS-1109,Digital Strategy,126,0,350000
2025-07-01,SMS-1110,Creative Production,26,15914824,350000
2025-07-01,SMS-1111,Media Performance,157,0,350000
2025-07-01,SMS-1112,Creative Production,62,27583783,350000
2025-07-01,SMS-1113,Digital Strategy,35,0,350000
2025-07-01,SMS-1115,Creative Production,19,11632376,350000
2025-07-01,SMS-1115,Media Performance,16,0,350000
2025-07-01,SMS-1116,Media Performance,72,0,350000
2025-07-01,SMS-1116,Digital Strategy,61,0,350000
2025-07-01,SMS-1117,Creative Production,77,37999822,350000
2025-07-01,SMS-1118,Digital Strategy,51,0,350000
2025-07-01,SMS-1118,Media Performance,54,0,350000
2025-07-01,SMS-1119,Media Performance,100,0,350000
2025-07-01,SMS-1119,Digital Strategy,170,0,350000
2025-07-01,SMS-1121,Digital Strategy,173,0,350000
2025-07-01,SMS-1122,Creative Production,16,16508013,350000
2025-07-01,SMS-1122,Digital Strategy,21,0,350000
2025-07-01,SMS-1123,Digital Strategy,67,0,350000
2025-07-01,SMS-1124,Media Performance,126,0,350000
2025-07-01,SMS-1125,Digital Strategy,58,0,350000
2025-07-01,SMS-1126,Media Performance,132,0,350000
2025-07-01,SMS-1127,Digital Strategy,12,0,350000
2025-07-01,SMS-1127,Media Performance,18,0,350000
2025-07-01,SMS-1129,Media Performance,26,0,350000
2025-07-01,SMS-1130,Media Performance,55,0,350000
2025-07-01,SMS-1131,Media Performance,136,0,350000
2025-07-01,SMS-1132,Digital Strategy,14,0,350000
2025-07-01,SMS-1134,Digital Strategy,27,0,350000
2025-07-01,SMS-1135,Digital Strategy,74,0,350000
2025-07-01,SMS-1136,Digital Strategy,52,0,350000
2025-07-01,SMS-1137,Digital Strategy,21,0,350000
2025-07-01,SMS-1137,Media Performance,29,0,350000
2025-07-01,SMS-1139,Media Performance,49,0,350000
2025-07-01,SMS-1140,Creative Production,237,84038896,350000
2025-07-01,SMS-1141,Creative Production,21,16750068,350000
2025-07-01,SMS-1141,Media Performance,22,0,350000
2025-07-01,SMS-1142,Digital Strategy,22,0,350000
2025-07-01,SMS-1143,Creative Production,21,10731425,350000
2025-07-01,SMS-1144,Digital Strategy,122,0,350000
2025-07-01,SMS-1145,Media Performance,20,0,350000
2025-07-01,SMS-1145,Digital Strategy,13,0,350000
2025-07-01,SMS-1146,Creative Production,91,39121282,350000
2025-07-01,SMS-1147,Creative Production,246,57717047,350000
2025-07-01,SMS-1148,Digital Strategy,68,0,350000
2025-07-01,SMS-1149,Media Performance,44,0,350000
2025-08-01,SMS-1000,Media Performance,16,0,350000
2025-08-01,SMS-1001,Creative Production,26,12578145,350000
2025-08-01,SMS-1003,Digital Strategy,26,0,350000
2025-08-01,SMS-1004,Media Performance,12,0,350000
2025-08-01,SMS-1005,Creative Production,54,17423653,350000
2025-08-01,SMS-1006,Creative Production,25,20139071,350000
2025-08-01,SMS-1007,Creative Production,160,85354329,350000
2025-08-01,SMS-1007,Digital Strategy,103,0,350000
2025-08-01,SMS-1009,Digital Strategy,61,0,350000
2025-08-01,SMS-1009,Creative Production,88,23700739,350000
2025-08-01,SMS-1010,Media Performance,53,0,350000
2025-08-01,SMS-1012,Digital Strategy,41,0,350000
2025-08-01,SMS-1013,Creative Production,16,4271499,350000
2025-08-01,SMS-1013,Media Performance,15,0,350000
2025-08-01,SMS-1016,Media Performance,20,0,350000
2025-08-01,SMS-1017,Media Performance,69,0,350000
2025-08-01,SMS-1017,Creative Production,82,38241552,350000
2025-08-01,SMS-1018,Media Performance,60,0,350000
2025-08-01,SMS-1019,Creative Production,78,18808262,350000
2025-08-01,SMS-1019,Media Performance,50,0,350000
2025-08-01,SMS-1021,Media Performance,14,0,350000
2025-08-01,SMS-1022,Media Performance,28,0,350000
2025-08-01,SMS-1022,Digital Strategy,13,0,350000
2025-08-01,SMS-1025,Digital Strategy,57,0,350000
2025-08-01,SMS-1025,Media Performance,63,0,350000
2025-08-01,SMS-1026,Creative Production,77,35986050,350000
2025-08-01,SMS-1026,Digital Strategy,48,0,350000
2025-08-01,SMS-1027,Creative Production,74,34432204,350000
2025-08-01,SMS-1028,Creative Production,56,25643772,350000
2025-08-01,SMS-1028,Digital Strategy,74,0,350000
2025-08-01,SMS-1030,Creative Production,81,20435627,350000
2025-08-01,SMS-1031,Creative Production,56,24193741,350000
2025-08-01,SMS-1031,Media Performance,60,0,350000
2025-08-01,SMS-1032,Creative Production,92,44767813,350000
2025-08-01,SMS-1032,Media Performance,74,0,350000
2025-08-01,SMS-1034,Creative Production,51,36975745,350000
2025-08-01,SMS-1034,Digital Strategy,43,0,350000
2025-08-01,SMS-1035,Media Performance,72,0,350000
2025-08-01,SMS-1037,Digital Strategy,140,0,350000
2025-08-01,SMS-1037,Media Performance,168,0,350000
2025-08-01,SMS-1038,Digital Strategy,38,0,350000
2025-08-01,SMS-1040,Creative Production,16,14620156,350000
2025-08-01,SMS-1041,Digital Strategy,50,0,350000
2025-08-01,SMS-1042,Digital Strategy,40,0,350000
2025-08-01,SMS-1043,Creative Production,21,8170459,350000
2025-08-01,SMS-1043,Digital Strategy,23,0,350000
2025-08-01,SMS-1044,Digital Strategy,72,0,350000
2025-08-01,SMS-1044,Media Performance,52,0,350000
2025-08-01,SMS-1045,Media Performance,69,0,350000
2025-08-01,SMS-1046,Creative Production,51,16095759,350000
2025-08-01,SMS-1046,Media Performance,38,0,350000
2025-08-01,SMS-1047,Creative Production,102,18022288,350000
2025-08-01,SMS-1047,Media Performance,71,0,350000
2025-08-01,SMS-1048,Media Performance,58,0,350000
2025-08-01,SMS-1049,Media Performance,73,0,350000
2025-08-01,SMS-1050,Digital Strategy,68,0,350000
2025-08-01,SMS-1053,Digital Strategy,49,0,350000
2025-08-01,SMS-1055,Digital Strategy,37,0,350000
2025-08-01,SMS-1055,Creative Production,57,20759183,350000
2025-08-01,SMS-1056,Media Performance,168,0,350000
2025-08-01,SMS-1057,Creative Production,39,19739051,350000
2025-08-01,SMS-1057,Digital Strategy,28,0,350000
2025-08-01,SMS-1058,Media Performance,45,0,350000
2025-08-01,SMS-1060,Digital Strategy,15,0,350000
2025-08-01,SMS-1062,Creative Production,77,18086264,350000
2025-08-01,SMS-1066,Creative Production,86,37558242,350000
2025-08-01,SMS-1066,Media Performance,62,0,350000
2025-08-01,SMS-1067,Media Performance,55,0,350000
2025-08-01,SMS-1068,Creative Production,29,9671805,350000
2025-08-01,SMS-1068,Digital Strategy,25,0,350000
2025-08-01,SMS-1069,Media Performance,29,0,350000
2025-08-01,SMS-1069,Digital Strategy,18,0,350000
2025-08-01,SMS-1070,Creative Production,103,37491199,350000
2025-08-01,SMS-1072,Digital Strategy,27,0,350000
2025-08-01,SMS-1072,Media Performance,12,0,350000
2025-08-01,SMS-1074,Digital Strategy,71,0,350000
2025-08-01,SMS-1074,Creative Production,75,19724044,350000
2025-08-01,SMS-1075,Media Performance,41,0,350000
2025-08-01,SMS-1075,Digital Strategy,58,0,350000
2025-08-01,SMS-1076,Media Performance,14,0,350000
2025-08-01,SMS-1077,Digital Strategy,46,0,350000
2025-08-01,SMS-1078,Media Performance,58,0,350000
2025-08-01,SMS-1079,Media Performance,59,0,350000
2025-08-01,SMS-1080,Media Performance,57,0,350000
2025-08-01,SMS-1081,Media Performance,22,0,350000
2025-08-01,SMS-1082,Media Performance,60,0,350000
2025-08-01,SMS-1082,Creative Production,79,53032725,350000
2025-08-01,SMS-1083,Media Performance,29,0,350000
2025-08-01,SMS-1084,Creative Production,19,21124473,350000
2025-08-01,SMS-1086,Digital Strategy,13,0,350000
2025-08-01,SMS-1086,Creative Production,23,15616086,350000
2025-08-01,SMS-1087,Media Performance,72,0,350000
2025-08-01,SMS-1087,Digital Strategy,63,0,350000
2025-08-01,SMS-1088,Creative Production,51,45304150,350000
2025-08-01,SMS-1090,Creative Production,215,87792442,350000
2025-08-01,SMS-1091,Creative Production,74,33374296,350000
2025-08-01,SMS-1092,Creative Production,102,24530396,350000
2025-08-01,SMS-1093,Digital Strategy,49,0,350000
2025-08-01,SMS-1094,Media Performance,19,0,350000
2025-08-01,SMS-1095,Creative Production,99,31515704,350000
2025-08-01,SMS-1098,Media Performance,21,0,350000
2025-08-01,SMS-1098,Digital Strategy,15,0,350000
2025-08-01,SMS-1099,Digital Strategy,52,0,350000
2025-08-01,SMS-1100,Media Performance,49,0,350000
2025-08-01,SMS-1101,Creative Production,215,52089261,350000
2025-08-01,SMS-1101,Media Performance,176,0,350000
2025-08-01,SMS-1102,Media Performance,15,0,350000
2025-08-01,SMS-1102,Creative Production,22,15996149,350000
2025-08-01,SMS-1104,Digital Strategy,57,0,350000
2025-08-01,SMS-1105,Creative Production,58,28272536,350000
2025-08-01,SMS-1106,Digital Strategy,127,0,350000
2025-08-01,SMS-1107,Media Performance,59,0,350000
2025-08-01,SMS-1108,Creative Production,57,30396634,350000
2025-08-01,SMS-1109,Media Performance,166,0,350000
2025-08-01,SMS-1110,Creative Production,33,16694834,350000
2025-08-01,SMS-1111,Creative Production,204,101372789,350000
2025-08-01,SMS-1111,Digital Strategy,108,0,350000
2025-08-01,SMS-1112,Media Performance,63,0,350000
2025-08-01,SMS-1113,Creative Production,95,34452945,350000
2025-08-01,SMS-1115,Media Performance,15,0,350000
2025-08-01,SMS-1116,Creative Production,74,48609191,350000
2025-08-01,SMS-1117,Media Performance,48,0,350000
2025-08-01,SMS-1117,Creative Production,92,22337652,350000
2025-08-01,SMS-1118,Digital Strategy,48,0,350000
2025-08-01,SMS-1119,Media Performance,171,0,350000
2025-08-01,SMS-1121,Digital Strategy,186,0,350000
2025-08-01,SMS-1122,Digital Strategy,27,0,350000
2025-08-01,SMS-1123,Creative Production,51,25599691,350000
2025-08-01,SMS-1124,Digital Strategy,180,0,350000
2025-08-01,SMS-1124,Media Performance,175,0,350000
2025-08-01,SMS-1126,Digital Strategy,133,0,350000
2025-08-01,SMS-1127,Digital Strategy,20,0,350000
2025-08-01,SMS-1129,Media Performance,15,0,350000
2025-08-01,SMS-1130,Digital Strategy,49,0,350000
2025-08-01,SMS-1131,Media Performance,183,0,350000
2025-08-01,SMS-1132,Creative Production,21,12262995,350000
2025-08-01,SMS-1132,Media Performance,12,0,350000
2025-08-01,SMS-1134,Digital Strategy,17,0,350000
2025-08-01,SMS-1135,Creative Production,65,42431409,350000
2025-08-01,SMS-1135,Media Performance,56,0,350000
2025-08-01,SMS-1136,Media Performance,73,0,350000
2025-08-01,SMS-1137,Creative Production,29,8396525,350000
2025-08-01,SMS-1137,Digital Strategy,23,0,350000
2025-08-01,SMS-1139,Creative Production,79,23354946,350000
2025-08-01,SMS-1140,Media Performance,120,0,350000
2025-08-01,SMS-1141,Digital Strategy,21,0,350000
2025-08-01,SMS-1142,Media Performance,27,0,350000
2025-08-01,SMS-1142,Creative Production,19,18538967,350000
2025-08-01,SMS-1143,Creative Production,33,7108567,350000
2025-08-01,SMS-1144,Creative Production,148,93838630,350000
2025-08-01,SMS-1144,Digital Strategy,161,0,350000
2025-08-01,SMS-1145,Media Performance,15,0,350000
2025-08-01,SMS-1146,Media Performance,39,0,350000
2025-08-01,SMS-1146,Creative Production,96,28934998,350000
2025-08-01,SMS-1147,Media Performance,131,0,350000
2025-08-01,SMS-1148,Media Performance,59,0,350000
2025-08-01,SMS-1149,Media Performance,58,0,350000
2025-08-01,SMS-1149,Creative Production,53,38449596,350000
2025-09-01,SMS-1000,Creative Production,36,12858690,350000
2025-09-01,SMS-1001,Media Performance,28,0,350000
2025-09-01,SMS-1003,Digital Strategy,28,0,350000
2025-09-01,SMS-1003,Media Performance,25,0,350000
2025-09-01,SMS-1004,Creative Production,16,8660650,350000
2025-09-01,SMS-1004,Digital Strategy,12,0,350000
2025-09-01,SMS-1005,Digital Strategy,54,0,350000
2025-09-01,SMS-1006,Creative Production,32,6917298,350000
2025-09-01,SMS-1007,Digital Strategy,132,0,350000
2025-09-01,SMS-1009,Media Performance,40,0,350000
2025-09-01,SMS-1010,Media Performance,69,0,350000
2025-09-01,SMS-1012,Creative Production,79,24227534,350000
2025-09-01,SMS-1013,Digital Strategy,12,0,350000
2025-09-01,SMS-1016,Digital Strategy,23,0,350000
2025-09-01,SMS-1016,Media Performance,27,0,350000
2025-09-01,SMS-1017,Creative Production,100,21339367,350000
2025-09-01,SMS-1018,Creative Production,79,27116890,350000
2025-09-01,SMS-1019,Creative Production,58,43109824,350000
2025-09-01,SMS-1021,Creative Production,23,18096038,350000
2025-09-01,SMS-1022,Media Performance,27,0,350000
2025-09-01,SMS-1025,Digital Strategy,48,0,350000
2025-09-01,SMS-1026,Digital Strategy,70,0,350000
2025-09-01,SMS-1027,Media Performance,70,0,350000
2025-09-01,SMS-1028,Creative Production,71,31893484,350000
2025-09-01,SMS-1028,Digital Strategy,55,0,350000
2025-09-01,SMS-1030,Media Performance,48,0,350000
2025-09-01,SMS-1031,Digital Strategy,50,0,350000
2025-09-01,SMS-1032,Creative Production,68,26261963,350000
2025-09-01,SMS-1034,Creative Production,85,29824082,350000
2025-09-01,SMS-1035,Digital Strategy,43,0,350000
2025-09-01,SMS-1035,Media Performance,73,0,350000
2025-09-01,SMS-1037,Digital Strategy,183,0,350000
2025-09-01,SMS-1037,Creative Production,175,77198509,350000
2025-09-01,SMS-1038,Media Performance,73,0,350000
2025-09-01,SMS-1040,Media Performance,24,0,350000
2025-09-01,SMS-1041,Digital Strategy,56,0,350000
2025-09-01,SMS-1042,Media Performance,48,0,350000
2025-09-01,SMS-1044,Creative Production,67,14082042,350000
2025-09-01,SMS-1045,Digital Strategy,52,0,350000
2025-09-01,SMS-1045,Media Performance,67,0,350000
2025-09-01,SMS-1046,Digital Strategy,54,0,350000
2025-09-01,SMS-1047,Media Performance,37,0,350000
2025-09-01,SMS-1048,Media Performance,44,0,350000
2025-09-01,SMS-1048,Digital Strategy,42,0,350000
2025-09-01,SMS-1049,Digital Strategy,37,0,350000
2025-09-01,SMS-1050,Creative Production,103,35051391,350000
2025-09-01,SMS-1053,Media Performance,44,0,350000
2025-09-01,SMS-1055,Media Performance,70,0,350000
2025-09-01,SMS-1055,Digital Strategy,56,0,350000
2025-09-01,SMS-1056,Creative Production,166,88181581,350000
2025-09-01,SMS-1057,Creative Production,35,6706813,350000
2025-09-01,SMS-1058,Creative Production,100,32047649,350000
2025-09-01,SMS-1060,Creative Production,36,6455666,350000
2025-09-01,SMS-1060,Digital Strategy,22,0,350000
2025-09-01,SMS-1062,Creative Production,88,25690513,350000
2025-09-01,SMS-1066,Digital Strategy,43,0,350000
2025-09-01,SMS-1067,Media Performance,47,0,350000
2025-09-01,SMS-1068,Creative Production,26,8956294,350000
2025-09-01,SMS-1069,Digital Strategy,19,0,350000
2025-09-01,SMS-1070,Digital Strategy,45,0,350000
2025-09-01,SMS-1070,Media Performance,43,0,350000
2025-09-01,SMS-1072,Digital Strategy,12,0,350000
2025-09-01,SMS-1072,Creative Production,30,12293871,350000
2025-09-01,SMS-1074,Digital Strategy,45,0,350000
2025-09-01,SMS-1075,Creative Production,100,19958253,350000
2025-09-01,SMS-1076,Media Performance,16,0,350000
2025-09-01,SMS-1076,Creative Production,37,13208434,350000
2025-09-01,SMS-1077,Digital Strategy,40,0,350000
2025-09-01,SMS-1078,Creative Production,51,34410265,350000
2025-09-01,SMS-1079,Media Performance,43,0,350000
2025-09-01,SMS-1079,Creative Production,95,26900960,350000
2025-09-01,SMS-1080,Digital Strategy,38,0,350000
2025-09-01,SMS-1081,Digital Strategy,21,0,350000
2025-09-01,SMS-1082,Creative Production,91,18847489,350000
2025-09-01,SMS-1083,Media Performance,14,0,350000
2025-09-01,SMS-1083,Digital Strategy,24,0,350000
2025-09-01,SMS-1084,Digital Strategy,15,0,350000
2025-09-01,SMS-1086,Digital Strategy,19,0,350000
2025-09-01,SMS-1087,Creative Production,71,22205683,350000
2025-09-01,SMS-1088,Media Performance,44,0,350000
2025-09-01,SMS-1090,Media Performance,152,0,350000
2025-09-01,SMS-1091,Media Performance,63,0,350000
2025-09-01,SMS-1092,Digital Strategy,56,0,350000
2025-09-01,SMS-1092,Creative Production,85,30513518,350000
2025-09-01,SMS-1093,Creative Production,78,29181754,350000
2025-09-01,SMS-1093,Digital Strategy,63,0,350000
2025-09-01,SMS-1094,Digital Strategy,14,0,350000
2025-09-01,SMS-1095,Media Performance,73,0,350000
2025-09-01,SMS-1098,Creative Production,40,4541966,350000
2025-09-01,SMS-1099,Creative Production,77,32436075,350000
2025-09-01,SMS-1100,Digital Strategy,68,0,350000
2025-09-01,SMS-1101,Creative Production,169,70434318,350000
2025-09-01,SMS-1101,Media Performance,157,0,350000
2025-09-01,SMS-1102,Media Performance,14,0,350000
2025-09-01,SMS-1104,Digital Strategy,48,0,350000
2025-09-01,SMS-1105,Media Performance,48,0,350000
2025-09-01,SMS-1106,Digital Strategy,148,0,350000
2025-09-01,SMS-1107,Media Performance,67,0,350000
2025-09-01,SMS-1107,Digital Strategy,40,0,350000
2025-09-01,SMS-1108,Digital Strategy,71,0,350000
2025-09-01,SMS-1109,Digital Strategy,156,0,350000
2025-09-01,SMS-1110,Digital Strategy,26,0,350000
2025-09-01,SMS-1110,Media Performance,20,0,350000
2025-09-01,SMS-1111,Creative Production,208,67524876,350000
2025-09-01,SMS-1111,Digital Strategy,157,0,350000
2025-09-01,SMS-1112,Media Performance,42,0,350000
2025-09-01,SMS-1112,Creative Production,100,31457768,350000
2025-09-01,SMS-1113,Digital Strategy,44,0,350000
2025-09-01,SMS-1115,Creative Production,35,16141018,350000
2025-09-01,SMS-1116,Creative Production,95,33851333,350000
2025-09-01,SMS-1117,Media Performance,63,0,350000
2025-09-01,SMS-1118,Creative Production,79,23136295,350000
2025-09-01,SMS-1119,Media Performance,182,0,350000
2025-09-01,SMS-1121,Media Performance,126,0,350000
2025-09-01,SMS-1122,Digital Strategy,21,0,350000
2025-09-01,SMS-1123,Creative Production,72,21318430,350000
2025-09-01,SMS-1124,Media Performance,180,0,350000
2025-09-01,SMS-1124,Digital Strategy,151,0,350000
2025-09-01,SMS-1126,Digital Strategy,147,0,350000
2025-09-01,SMS-1126,Creative Production,213,101451793,350000
2025-09-01,SMS-1127,Digital Strategy,26,0,350000
2025-09-01,SMS-1129,Digital Strategy,21,0,350000
2025-09-01,SMS-1129,Creative Production,23,8944295,350000
2025-09-01,SMS-1130,Creative Production,70,28410609,350000
2025-09-01,SMS-1131,Digital Strategy,105,0,350000
2025-09-01,SMS-1132,Creative Production,19,12875927,350000
2025-09-01,SMS-1132,Digital Strategy,26,0,350000
2025-09-01,SMS-1134,Media Performance,22,0,350000
2025-09-01,SMS-1134,Digital Strategy,12,0,350000
2025-09-01,SMS-1135,Digital Strategy,36,0,350000
2025-09-01,SMS-1136,Digital Strategy,71,0,350000
2025-09-01,SMS-1136,Media Performance,40,0,350000
2025-09-01,SMS-1137,Media Performance,28,0,350000
2025-09-01,SMS-1139,Media Performance,48,0,350000
2025-09-01,SMS-1140,Creative Production,173,98151087,350000
2025-09-01,SMS-1140,Media Performance,113,0,350000
2025-09-01,SMS-1141,Creative Production,21,12203583,350000
2025-09-01,SMS-1142,Media Performance,23,0,350000
2025-09-01,SMS-1143,Media Performance,21,0,350000
2025-09-01,SMS-1143,Digital Strategy,12,0,350000
2025-09-01,SMS-1144,Creative Production,229,97375397,350000
2025-09-01,SMS-1145,Digital Strategy,17,0,350000
2025-09-01,SMS-1145,Media Performance,23,0,350000
2025-09-01,SMS-1146,Digital Strategy,46,0,350000
2025-09-01,SMS-1147,Media Performance,127,0,350000
2025-09-01,SMS-1148,Digital Strategy,74,0,350000
2025-09-01,SMS-1149,Creative Production,91,25843964,350000
2025-09-01,SMS-1149,Digital Strategy,35,0,350000
2025-10-01,SMS-1000,Creative Production,25,11648346,350000
2025-10-01,SMS-1001,Media Performance,14,0,350000
2025-10-01,SMS-1003,Digital Strategy,20,0,350000
2025-10-01,SMS-1003,Media Performance,27,0,350000
2025-10-01,SMS-1004,Creative Production,19,12151527,350000
2025-10-01,SMS-1005,Creative Production,77,39809094,350000
2025-10-01,SMS-1006,Media Performance,27,0,350000
2025-10-01,SMS-1006,Creative Production,16,12887923,350000
2025-10-01,SMS-1007,Digital Strategy,178,0,350000
2025-10-01,SMS-1009,Media Performance,48,0,350000
2025-10-01,SMS-1010,Media Performance,59,0,350000
2025-10-01,SMS-1012,Media Performance,46,0,350000
2025-10-01,SMS-1013,Digital Strategy,17,0,350000
2025-10-01,SMS-1016,Media Performance,12,0,350000
2025-10-01,SMS-1016,Creative Production,39,6607062,350000
2025-10-01,SMS-1017,Digital Strategy,63,0,350000
2025-10-01,SMS-1018,Media Performance,52,0,350000
2025-10-01,SMS-1019,Creative Production,62,31647829,350000
2025-10-01,SMS-1021,Creative Production,22,12907666,350000
2025-10-01,SMS-1022,Creative Production,36,11392571,350000
2025-10-01,SMS-1025,Creative Production,98,16959910,350000
2025-10-01,SMS-1025,Digital Strategy,40,0,350000
2025-10-01,SMS-1026,Digital Strategy,35,0,350000
2025-10-01,SMS-1027,Digital Strategy,52,0,350000
2025-10-01,SMS-1028,Digital Strategy,49,0,350000
2025-10-01,SMS-1028,Media Performance,40,0,350000
2025-10-01,SMS-1030,Digital Strategy,55,0,350000
2025-10-01,SMS-1030,Media Performance,63,0,350000
2025-10-01,SMS-1031,Media Performance,45,0,350000
2025-10-01,SMS-1032,Digital Strategy,56,0,350000
2025-10-01,SMS-1034,Creative Production,91,38523622,350000
2025-10-01,SMS-1034,Digital Strategy,52,0,350000
2025-10-01,SMS-1035,Creative Production,53,21179646,350000
2025-10-01,SMS-1037,Media Performance,131,0,350000
2025-10-01,SMS-1037,Digital Strategy,181,0,350000
2025-10-01,SMS-1038,Media Performance,47,0,350000
2025-10-01,SMS-1038,Creative Production,50,55774658,350000
2025-10-01,SMS-1040,Media Performance,26,0,350000
2025-10-01,SMS-1041,Creative Production,84,29573369,350000
2025-10-01,SMS-1042,Creative Production,79,28428418,350000
2025-10-01,SMS-1044,Digital Strategy,39,0,350000
