period,client_id,service_line,monthly_revenue
2024-12-01,SMS-1113,Creative Production,75000000
2024-12-01,SMS-1114,Media Performance,49000000
2024-12-01,SMS-1115,Media Performance,21000000
2024-12-01,SMS-1116,Creative Production,64000000
2024-12-01,SMS-1117,Media Performance,37000000
2024-12-01,SMS-1117,Digital Strategy,50000000
2024-12-01,SMS-1118,Creative Production,88000000
2024-12-01,SMS-1119,Digital Strategy,110000000
2024-12-01,SMS-1121,Creative Production,139000000
2024-12-01,SMS-1122,Creative Production,19000000
2024-12-01,SMS-1122,Digital Strategy,32000000
2024-12-01,SMS-1123,Digital Strategy,41000000
2024-12-01,SMS-1124,Media Performance,178000000
2024-12-01,SMS-1125,Media Performance,71000000
2024-12-01,SMS-1126,Media Performance,196000000
2024-12-01,SMS-1127,Media Performance,18000000
2024-12-01,SMS-1129,Creative Production,26000000
2024-12-01,SMS-1130,Digital Strategy,35000000
2024-12-01,SMS-1131,Digital Strategy,140000000
2024-12-01,SMS-1131,Media Performance,193000000
2024-12-01,SMS-1132,Digital Strategy,16000000
2024-12-01,SMS-1134,Creative Production,12000000
2024-12-01,SMS-1135,Creative Production,73000000
2024-12-01,SMS-1135,Digital Strategy,42000000
2024-12-01,SMS-1136,Media Performance,81000000
2024-12-01,SMS-1136,Creative Production,79000000
2024-12-01,SMS-1137,Digital Strategy,20000000
2024-12-01,SMS-1137,Creative Production,15000000
2024-12-01,SMS-1139,Creative Production,70000000
2024-12-01,SMS-1140,Media Performance,139000000
2024-12-01,SMS-1141,Media Performance,22000000
2024-12-01,SMS-1142,Creative Production,29000000
2024-12-01,SMS-1143,Media Performance,21000000
2024-12-01,SMS-1143,Digital Strategy,28000000
2024-12-01,SMS-1144,Media Performance,133000000
2024-12-01,SMS-1144,Creative Production,109000000
2024-12-01,SMS-1145,Digital Strategy,16000000
2024-12-01,SMS-1146,Creative Production,76000000
2024-12-01,SMS-1146,Digital Strategy,76000000
2024-12-01,SMS-1147,Digital Strategy,124000000
2024-12-01,SMS-1147,Creative Production,117000000
2024-12-01,SMS-1148,Creative Production,41000000
2024-12-01,SMS-1149,Creative Production,71000000
2024-12-01,SMS-1149,Media Performance,77000000
2025-01-01,SMS-1000,Creative Production,21000000
2025-01-01,SMS-1001,Digital Strategy,29000000
2025-01-01,SMS-1002,Digital Strategy,19000000
2025-01-01,SMS-1003,Creative Production,17000000
2025-01-01,SMS-1004,Digital Strategy,21000000
2025-01-01,SMS-1005,Media Performance,81000000
2025-01-01,SMS-1006,Digital Strategy,20000000
2025-01-01,SMS-1007,Creative Production,164000000
2025-01-01,SMS-1007,Digital Strategy,195000000
2025-01-01,SMS-1009,Media Performance,50000000
2025-01-01,SMS-1009,Digital Strategy,36000000
2025-01-01,SMS-1010,Creative Production,60000000
2025-01-01,SMS-1012,Media Performance,45000000
2025-01-01,SMS-1013,Media Performance,14000000
2025-01-01,SMS-1014,Media Performance,15000000
2025-01-01,SMS-1016,Media Performance,21000000
2025-01-01,SMS-1017,Digital Strategy,35000000
2025-01-01,SMS-1018,Digital Strategy,59000000
2025-01-01,SMS-1019,Media Performance,37000000
2025-01-01,SMS-1021,Digital Strategy,20000000
2025-01-01,SMS-1021,Creative Production,13000000
2025-01-01,SMS-1022,Digital Strategy,21000000
2025-01-01,SMS-1023,Media Performance,25000000
2025-01-01,SMS-1025,Creative Production,60000000
2025-01-01,SMS-1026,Digital Strategy,86000000
2025-01-01,SMS-1027,Digital Strategy,60000000
2025-01-01,SMS-1028,Creative Production,68000000
2025-01-01,SMS-1028,Digital Strategy,44000000
2025-01-01,SMS-1030,Media Performance,63000000
2025-01-01,SMS-1031,Digital Strategy,48000000
2025-01-01,SMS-1032,Digital Strategy,44000000
2025-01-01,SMS-1034,Digital Strategy,63000000
2025-01-01,SMS-1034,Media Performance,67000000
2025-01-01,SMS-1035,Media Performance,76000000
2025-01-01,SMS-1037,Digital Strategy,130000000
2025-01-01,SMS-1038,Creative Production,43000000
2025-01-01,SMS-1040,Digital Strategy,33000000
2025-01-01,SMS-1041,Digital Strategy,69000000
2025-01-01,SMS-1042,Creative Production,84000000
2025-01-01,SMS-1043,Media Performance,14000000
2025-01-01,SMS-1043,Creative Production,18000000
2025-01-01,SMS-1044,Digital Strategy,51000000
2025-01-01,SMS-1045,Digital Strategy,40000000
2025-01-01,SMS-1046,Digital Strategy,73000000
2025-01-01,SMS-1047,Media Performance,65000000
2025-01-01,SMS-1048,Digital Strategy,84000000
2025-01-01,SMS-1049,Creative Production,60000000
2025-01-01,SMS-1049,Digital Strategy,87000000
2025-01-01,SMS-1050,Digital Strategy,79000000
2025-01-01,SMS-1050,Creative Production,67000000
2025-01-01,SMS-1051,Digital Strategy,135000000
2025-01-01,SMS-1053,Creative Production,54000000
2025-01-01,SMS-1053,Media Performance,75000000
2025-01-01,SMS-1054,Media Performance,28000000
2025-01-01,SMS-1055,Digital Strategy,59000000
2025-01-01,SMS-1056,Creative Production,143000000
2025-01-01,SMS-1057,Media Performance,25000000
2025-01-01,SMS-1058,Creative Production,77000000
2025-01-01,SMS-1060,Media Performance,23000000
2025-01-01,SMS-1061,Creative Production,23000000
2025-01-01,SMS-1061,Media Performance,15000000
2025-01-01,SMS-1062,Digital Strategy,55000000
2025-01-01,SMS-1062,Creative Production,85000000
2025-01-01,SMS-1063,Creative Production,20000000
2025-01-01,SMS-1066,Media Performance,64000000
2025-01-01,SMS-1066,Creative Production,51000000
2025-01-01,SMS-1067,Digital Strategy,56000000
2025-01-01,SMS-1067,Creative Production,68000000
2025-01-01,SMS-1068,Media Performance,15000000
2025-01-01,SMS-1069,Digital Strategy,23000000
2025-01-01,SMS-1070,Media Performance,68000000
2025-01-01,SMS-1072,Digital Strategy,18000000
2025-01-01,SMS-1073,Media Performance,15000000
2025-01-01,SMS-1074,Media Performance,43000000
2025-01-01,SMS-1075,Creative Production,38000000
2025-01-01,SMS-1075,Digital Strategy,85000000
2025-01-01,SMS-1076,Digital Strategy,25000000
2025-01-01,SMS-1077,Digital Strategy,87000000
2025-01-01,SMS-1078,Media Performance,42000000
2025-01-01,SMS-1079,Digital Strategy,88000000
2025-01-01,SMS-1079,Media Performance,57000000
2025-01-01,SMS-1080,Digital Strategy,56000000
2025-01-01,SMS-1080,Media Performance,49000000
2025-01-01,SMS-1081,Media Performance,14000000
2025-01-01,SMS-1082,Digital Strategy,36000000
2025-01-01,SMS-1082,Media Performance,74000000
2025-01-01,SMS-1083,Media Performance,32000000
2025-01-01,SMS-1084,Media Performance,13000000
2025-01-01,SMS-1086,Media Performance,26000000
2025-01-01,SMS-1086,Creative Production,20000000
2025-01-01,SMS-1087,Creative Production,79000000
2025-01-01,SMS-1087,Media Performance,77000000
2025-01-01,SMS-1088,Media Performance,40000000
2025-01-01,SMS-1089,Digital Strategy,113000000
2025-01-01,SMS-1090,Media Performance,189000000
2025-01-01,SMS-1091,Creative Production,72000000
2025-01-01,SMS-1091,Digital Strategy,38000000
2025-01-01,SMS-1092,Media Performance,38000000
2025-01-01,SMS-1093,Digital Strategy,78000000
2025-01-01,SMS-1093,Creative Production,82000000
2025-01-01,SMS-1094,Digital Strategy,15000000
2025-01-01,SMS-1095,Media Performance,37000000
2025-01-01,SMS-1095,Creative Production,61000000
2025-01-01,SMS-1096,Creative Production,33000000
2025-01-01,SMS-1097,Media Performance,18000000
2025-01-01,SMS-1098,Digital Strategy,18000000
2025-01-01,SMS-1099,Digital Strategy,52000000
2025-01-01,SMS-1099,Creative Production,86000000
2025-01-01,SMS-1100,Digital Strategy,55000000
2025-01-01,SMS-1100,Media Performance,42000000
2025-01-01,SMS-1101,Creative Production,124000000
2025-01-01,SMS-1102,Creative Production,24000000
2025-01-01,SMS-1104,Digital Strategy,41000000
2025-01-01,SMS-1105,Digital Strategy,67000000
2025-01-01,SMS-1106,Creative Production,125000000
2025-01-01,SMS-1107,Digital Strategy,58000000
2025-01-01,SMS-1108,Creative Production,58000000
2025-01-01,SMS-1109,Media Performance,127000000
2025-01-01,SMS-1110,Creative Production,27000000
2025-01-01,SMS-1111,Digital Strategy,152000000
2025-01-01,SMS-1112,Creative Production,66000000
2025-01-01,SMS-1112,Digital Strategy,60000000
2025-01-01,SMS-1113,Media Performance,75000000
2025-01-01,SMS-1115,Creative Production,31000000
2025-01-01,SMS-1116,Digital Strategy,39000000
2025-01-01,SMS-1117,Digital Strategy,68000000
2025-01-01,SMS-1118,Creative Production,61000000
2025-01-01,SMS-1118,Digital Strategy,51000000
2025-01-01,SMS-1119,Media Performance,202000000
2025-01-01,SMS-1121,Media Performance,160000000
2025-01-01,SMS-1121,Creative Production,152000000
2025-01-01,SMS-1122,Creative Production,30000000
2025-01-01,SMS-1123,Creative Production,45000000
2025-01-01,SMS-1124,Digital Strategy,215000000
2025-01-01,SMS-1125,Digital Strategy,41000000
2025-01-01,SMS-1126,Creative Production,93000000
2025-01-01,SMS-1127,Digital Strategy,23000000
2025-01-01,SMS-1127,Media Performance,30000000
2025-01-01,SMS-1129,Creative Production,23000000
2025-01-01,SMS-1129,Media Performance,19000000
2025-01-01,SMS-1130,Digital Strategy,73000000
2025-01-01,SMS-1131,Creative Production,196000000
2025-01-01,SMS-1131,Media Performance,207000000
2025-01-01,SMS-1132,Digital Strategy,33000000
2025-01-01,SMS-1134,Creative Production,25000000
2025-01-01,SMS-1134,Digital Strategy,25000000
2025-01-01,SMS-1135,Digital Strategy,61000000
2025-01-01,SMS-1136,Digital Strategy,88000000
2025-01-01,SMS-1137,Creative Production,15000000
2025-01-01,SMS-1137,Media Performance,12000000
2025-01-01,SMS-1139,Creative Production,57000000
2025-01-01,SMS-1140,Creative Production,164000000
2025-01-01,SMS-1141,Digital Strategy,21000000
2025-01-01,SMS-1142,Media Performance,21000000
2025-01-01,SMS-1143,Digital Strategy,16000000
2025-01-01,SMS-1143,Media Performance,17000000
2025-01-01,SMS-1144,Creative Production,164000000
2025-01-01,SMS-1145,Media Performance,23000000
2025-01-01,SMS-1146,Creative Production,69000000
2025-01-01,SMS-1147,Creative Production,128000000
2025-01-01,SMS-1148,Media Performance,35000000
2025-01-01,SMS-1148,Digital Strategy,40000000
2025-01-01,SMS-1149,Digital Strategy,78000000
2025-02-01,SMS-1000,Creative Production,16000000
2025-02-01,SMS-1001,Media Performance,15000000
2025-02-01,SMS-1001,Creative Production,14000000
2025-02-01,SMS-1002,Creative Production,14000000
2025-02-01,SMS-1003,Creative Production,12000000
2025-02-01,SMS-1003,Digital Strategy,12000000
2025-02-01,SMS-1004,Creative Production,14000000
2025-02-01,SMS-1005,Digital Strategy,61000000
2025-02-01,SMS-1006,Creative Production,32000000
2025-02-01,SMS-1007,Creative Production,100000000
2025-02-01,SMS-1009,Media Performance,80000000
2025-02-01,SMS-1010,Digital Strategy,88000000
2025-02-01,SMS-1010,Media Performance,46000000
2025-02-01,SMS-1012,Digital Strategy,57000000
2025-02-01,SMS-1013,Media Performance,26000000
2025-02-01,SMS-1013,Digital Strategy,22000000
2025-02-01,SMS-1016,Digital Strategy,28000000
2025-02-01,SMS-1017,Creative Production,86000000
2025-02-01,SMS-1018,Media Performance,60000000
2025-02-01,SMS-1018,Creative Production,61000000
2025-02-01,SMS-1019,Creative Production,78000000
2025-02-01,SMS-1019,Digital Strategy,50000000
2025-02-01,SMS-1021,Creative Production,28000000
2025-02-01,SMS-1022,Digital Strategy,28000000
2025-02-01,SMS-1023,Media Performance,25000000
2025-02-01,SMS-1025,Media Performance,37000000
2025-02-01,SMS-1025,Digital Strategy,77000000
2025-02-01,SMS-1026,Media Performance,58000000
2025-02-01,SMS-1027,Media Performance,74000000
2025-02-01,SMS-1028,Creative Production,68000000
2025-02-01,SMS-1030,Media Performance,82000000
2025-02-01,SMS-1030,Digital Strategy,87000000
2025-02-01,SMS-1031,Digital Strategy,52000000
2025-02-01,SMS-1032,Digital Strategy,68000000
2025-02-01,SMS-1034,Creative Production,57000000
2025-02-01,SMS-1034,Digital Strategy,39000000
2025-02-01,SMS-1035,Media Performance,75000000
2025-02-01,SMS-1037,Creative Production,123000000
2025-02-01,SMS-1038,Digital Strategy,44000000
2025-02-01,SMS-1038,Media Performance,85000000
2025-02-01,SMS-1040,Creative Production,19000000
2025-02-01,SMS-1041,Digital Strategy,43000000
2025-02-01,SMS-1042,Digital Strategy,58000000
2025-02-01,SMS-1043,Digital Strategy,15000000
2025-02-01,SMS-1043,Creative Production,28000000
2025-02-01,SMS-1044,Creative Production,45000000
2025-02-01,SMS-1045,Media Performance,74000000
2025-02-01,SMS-1046,Digital Strategy,84000000
2025-02-01,SMS-1047,Digital Strategy,68000000
2025-02-01,SMS-1048,Media Performance,75000000
2025-02-01,SMS-1049,Creative Production,51000000
2025-02-01,SMS-1050,Creative Production,64000000
2025-02-01,SMS-1051,Creative Production,108000000
2025-02-01,SMS-1051,Digital Strategy,180000000
2025-02-01,SMS-1053,Creative Production,40000000
2025-02-01,SMS-1053,Digital Strategy,63000000
2025-02-01,SMS-1054,Digital Strategy,12000000
2025-02-01,SMS-1054,Creative Production,26000000
2025-02-01,SMS-1055,Digital Strategy,43000000
2025-02-01,SMS-1055,Creative Production,41000000
2025-02-01,SMS-1056,Digital Strategy,152000000
2025-02-01,SMS-1057,Media Performance,19000000
2025-02-01,SMS-1057,Creative Production,19000000
2025-02-01,SMS-1058,Media Performance,57000000
2025-02-01,SMS-1060,Creative Production,19000000
2025-02-01,SMS-1061,Media Performance,32000000
2025-02-01,SMS-1061,Creative Production,14000000
2025-02-01,SMS-1062,Media Performance,50000000
2025-02-01,SMS-1063,Media Performance,26000000
2025-02-01,SMS-1063,Digital Strategy,19000000
2025-02-01,SMS-1066,Digital Strategy,86000000
2025-02-01,SMS-1067,Digital Strategy,60000000
2025-02-01,SMS-1067,Creative Production,88000000
2025-02-01,SMS-1068,Digital Strategy,21000000
2025-02-01,SMS-1069,Digital Strategy,17000000
2025-02-01,SMS-1070,Creative Production,85000000
2025-02-01,SMS-1072,Creative Production,18000000
2025-02-01,SMS-1073,Media Performance,15000000
2025-02-01,SMS-1073,Creative Production,22000000
2025-02-01,SMS-1074,Digital Strategy,40000000
2025-02-01,SMS-1075,Creative Production,74000000
2025-02-01,SMS-1076,Digital Strategy,31000000
2025-02-01,SMS-1077,Creative Production,41000000
2025-02-01,SMS-1078,Creative Production,85000000
2025-02-01,SMS-1078,Digital Strategy,75000000
2025-02-01,SMS-1079,Creative Production,52000000
2025-02-01,SMS-1080,Media Performance,68000000
2025-02-01,SMS-1081,Media Performance,21000000
2025-02-01,SMS-1082,Creative Production,59000000
2025-02-01,SMS-1083,Digital Strategy,22000000
2025-02-01,SMS-1084,Media Performance,29000000
2025-02-01,SMS-1086,Creative Production,25000000
2025-02-01,SMS-1087,Digital Strategy,73000000
2025-02-01,SMS-1088,Digital Strategy,69000000
2025-02-01,SMS-1089,Digital Strategy,217000000
2025-02-01,SMS-1090,Digital Strategy,129000000
2025-02-01,SMS-1091,Digital Strategy,63000000
2025-02-01,SMS-1092,Digital Strategy,52000000
2025-02-01,SMS-1093,Digital Strategy,73000000
2025-02-01,SMS-1094,Digital Strategy,24000000
2025-02-01,SMS-1095,Media Performance,88000000
2025-02-01,SMS-1096,Digital Strategy,20000000
2025-02-01,SMS-1097,Digital Strategy,30000000
2025-02-01,SMS-1097,Creative Production,13000000
2025-02-01,SMS-1098,Digital Strategy,27000000
2025-02-01,SMS-1099,Creative Production,70000000
2025-02-01,SMS-1100,Digital Strategy,87000000
2025-02-01,SMS-1100,Creative Production,60000000
2025-02-01,SMS-1101,Creative Production,117000000
2025-02-01,SMS-1101,Media Performance,160000000
2025-02-01,SMS-1102,Media Performance,17000000
2025-02-01,SMS-1102,Digital Strategy,16000000
2025-02-01,SMS-1104,Creative Production,44000000
2025-02-01,SMS-1104,Media Performance,35000000
2025-02-01,SMS-1105,Digital Strategy,81000000
2025-02-01,SMS-1106,Creative Production,97000000
2025-02-01,SMS-1106,Media Performance,126000000
2025-02-01,SMS-1107,Creative Production,39000000
2025-02-01,SMS-1108,Creative Production,55000000
2025-02-01,SMS-1108,Media Performance,84000000
2025-02-01,SMS-1109,Digital Strategy,217000000
2025-02-01,SMS-1110,Digital Strategy,24000000
2025-02-01,SMS-1111,Creative Production,211000000
2025-02-01,SMS-1111,Digital Strategy,198000000
2025-02-01,SMS-1112,Creative Production,65000000
2025-02-01,SMS-1113,Digital Strategy,54000000
2025-02-01,SMS-1115,Media Performance,14000000
2025-02-01,SMS-1116,Creative Production,49000000
2025-02-01,SMS-1117,Digital Strategy,40000000
2025-02-01,SMS-1118,Creative Production,65000000
2025-02-01,SMS-1119,Media Performance,132000000
2025-02-01,SMS-1121,Media Performance,172000000
2025-02-01,SMS-1122,Creative Production,12000000
2025-02-01,SMS-1123,Media Performance,78000000
2025-02-01,SMS-1124,Creative Production,138000000
2025-02-01,SMS-1125,Creative Production,51000000
2025-02-01,SMS-1125,Digital Strategy,52000000
2025-02-01,SMS-1126,Digital Strategy,210000000
2025-02-01,SMS-1126,Creative Production,104000000
2025-02-01,SMS-1127,Creative Production,24000000
2025-02-01,SMS-1129,Digital Strategy,13000000
2025-02-01,SMS-1130,Digital Strategy,81000000
2025-02-01,SMS-1131,Media Performance,140000000
2025-02-01,SMS-1132,Creative Production,32000000
2025-02-01,SMS-1134,Digital Strategy,30000000
2025-02-01,SMS-1135,Media Performance,41000000
2025-02-01,SMS-1136,Digital Strategy,39000000
2025-02-01,SMS-1137,Media Performance,32000000
2025-02-01,SMS-1139,Creative Production,71000000
2025-02-01,SMS-1140,Creative Production,137000000
2025-02-01,SMS-1141,Creative Production,29000000
2025-02-01,SMS-1142,Media Performance,26000000
2025-02-01,SMS-1143,Media Performance,14000000
2025-02-01,SMS-1144,Digital Strategy,188000000
2025-02-01,SMS-1144,Media Performance,214000000
2025-02-01,SMS-1145,Digital Strategy,14000000
2025-02-01,SMS-1146,Creative Production,38000000
2025-02-01,SMS-1147,Digital Strategy,144000000
2025-02-01,SMS-1148,Media Performance,75000000
2025-02-01,SMS-1149,Digital Strategy,87000000
2025-03-01,SMS-1000,Digital Strategy,26000000
2025-03-01,SMS-1001,Creative Production,32000000
2025-03-01,SMS-1002,Media Performance,26000000
2025-03-01,SMS-1003,Media Performance,18000000
2025-03-01,SMS-1004,Media Performance,19000000
2025-03-01,SMS-1005,Digital Strategy,36000000
2025-03-01,SMS-1006,Creative Production,13000000
2025-03-01,SMS-1007,Media Performance,126000000
2025-03-01,SMS-1007,Digital Strategy,193000000
2025-03-01,SMS-1009,Digital Strategy,64000000
2025-03-01,SMS-1010,Creative Production,36000000
2025-03-01,SMS-1012,Media Performance,62000000
2025-03-01,SMS-1013,Digital Strategy,24000000
2025-03-01,SMS-1013,Media Performance,31000000
2025-03-01,SMS-1016,Creative Production,33000000
2025-03-01,SMS-1017,Creative Production,62000000
2025-03-01,SMS-1017,Media Performance,83000000
2025-03-01,SMS-1018,Creative Production,57000000
2025-03-01,SMS-1019,Media Performance,70000000
2025-03-01,SMS-1021,Creative Production,12000000
2025-03-01,SMS-1021,Digital Strategy,32000000
2025-03-01,SMS-1022,Digital Strategy,19000000
2025-03-01,SMS-1023,Media Performance,31000000
2025-03-01,SMS-1025,Creative Production,73000000
2025-03-01,SMS-1026,Digital Strategy,78000000
2025-03-01,SMS-1026,Creative Production,87000000
2025-03-01,SMS-1027,Media Performance,39000000
2025-03-01,SMS-1027,Digital Strategy,42000000
2025-03-01,SMS-1028,Media Performance,64000000
2025-03-01,SMS-1030,Creative Production,49000000
2025-03-01,SMS-1031,Digital Strategy,87000000
2025-03-01,SMS-1032,Digital Strategy,36000000
2025-03-01,SMS-1034,Media Performance,79000000
2025-03-01,SMS-1034,Creative Production,63000000
2025-03-01,SMS-1035,Creative Production,45000000
2025-03-01,SMS-1035,Digital Strategy,62000000
2025-03-01,SMS-1037,Digital Strategy,165000000
2025-03-01,SMS-1037,Media Performance,184000000
2025-03-01,SMS-1038,Digital Strategy,50000000
2025-03-01,SMS-1040,Creative Production,15000000
2025-03-01,SMS-1040,Media Performance,24000000
2025-03-01,SMS-1041,Creative Production,43000000
2025-03-01,SMS-1041,Digital Strategy,57000000
2025-03-01,SMS-1042,Creative Production,63000000
2025-03-01,SMS-1042,Media Performance,40000000
2025-03-01,SMS-1043,Digital Strategy,14000000
2025-03-01,SMS-1043,Media Performance,15000000
2025-03-01,SMS-1044,Digital Strategy,86000000
2025-03-01,SMS-1044,Creative Production,82000000
2025-03-01,SMS-1045,Creative Production,66000000
2025-03-01,SMS-1046,Creative Production,51000000
2025-03-01,SMS-1046,Digital Strategy,65000000
2025-03-01,SMS-1047,Digital Strategy,77000000
2025-03-01,SMS-1048,Media Performance,83000000
2025-03-01,SMS-1049,Creative Production,65000000
2025-03-01,SMS-1050,Media Performance,70000000
2025-03-01,SMS-1051,Media Performance,167000000
2025-03-01,SMS-1053,Digital Strategy,50000000
2025-03-01,SMS-1053,Creative Production,78000000
2025-03-01,SMS-1055,Media Performance,80000000
2025-03-01,SMS-1055,Digital Strategy,43000000
2025-03-01,SMS-1056,Creative Production,114000000
2025-03-01,SMS-1057,Media Performance,27000000
2025-03-01,SMS-1058,Creative Production,36000000
2025-03-01,SMS-1060,Media Performance,12000000
2025-03-01,SMS-1061,Media Performance,31000000
2025-03-01,SMS-1062,Digital Strategy,42000000
2025-03-01,SMS-1062,Media Performance,56000000
2025-03-01,SMS-1063,Media Performance,22000000
2025-03-01,SMS-1063,Digital Strategy,17000000
2025-03-01,SMS-1066,Media Performance,63000000
2025-03-01,SMS-1066,Creative Production,35000000
2025-03-01,SMS-1067,Digital Strategy,35000000
2025-03-01,SMS-1067,Creative Production,47000000
2025-03-01,SMS-1068,Digital Strategy,26000000
2025-03-01,SMS-1068,Creative Production,25000000
2025-03-01,SMS-1069,Digital Strategy,23000000
2025-03-01,SMS-1069,Creative Production,19000000
2025-03-01,SMS-1070,Creative Production,81000000
2025-03-01,SMS-1072,Media Performance,19000000
2025-03-01,SMS-1073,Digital Strategy,16000000
2025-03-01,SMS-1074,Media Performance,48000000
2025-03-01,SMS-1074,Creative Production,85000000
2025-03-01,SMS-1075,Digital Strategy,46000000
2025-03-01,SMS-1076,Media Performance,29000000
2025-03-01,SMS-1076,Creative Production,33000000
2025-03-01,SMS-1077,Creative Production,46000000
2025-03-01,SMS-1078,Creative Production,43000000
2025-03-01,SMS-1079,Digital Strategy,72000000
2025-03-01,SMS-1080,Digital Strategy,88000000
2025-03-01,SMS-1081,Creative Production,31000000
2025-03-01,SMS-1082,Media Performance,78000000
2025-03-01,SMS-1083,Digital Strategy,26000000
2025-03-01,SMS-1084,Media Performance,15000000
2025-03-01,SMS-1086,Media Performance,22000000
2025-03-01,SMS-1087,Creative Production,87000000
2025-03-01,SMS-1088,Media Performance,83000000
2025-03-01,SMS-1089,Media Performance,92000000
2025-03-01,SMS-1090,Digital Strategy,189000000
2025-03-01,SMS-1090,Media Performance,97000000
2025-03-01,SMS-1091,Creative Production,44000000
2025-03-01,SMS-1091,Media Performance,73000000
2025-03-01,SMS-1092,Creative Production,45000000
2025-03-01,SMS-1093,Media Performance,49000000
2025-03-01,SMS-1093,Digital Strategy,74000000
2025-03-01,SMS-1094,Creative Production,27000000
2025-03-01,SMS-1095,Digital Strategy,44000000
2025-03-01,SMS-1095,Media Performance,57000000
2025-03-01,SMS-1096,Creative Production,23000000
2025-03-01,SMS-1096,Media Performance,22000000
2025-03-01,SMS-1097,Media Performance,32000000
2025-03-01,SMS-1098,Media Performance,28000000
2025-03-01,SMS-1099,Creative Production,38000000
2025-03-01,SMS-1100,Creative Production,87000000
2025-03-01,SMS-1101,Creative Production,155000000
2025-03-01,SMS-1101,Digital Strategy,133000000
2025-03-01,SMS-1102,Digital Strategy,28000000
2025-03-01,SMS-1104,Digital Strategy,62000000
2025-03-01,SMS-1105,Creative Production,45000000
2025-03-01,SMS-1106,Media Performance,158000000
2025-03-01,SMS-1107,Media Performance,71000000
2025-03-01,SMS-1107,Creative Production,44000000
2025-03-01,SMS-1108,Media Performance,49000000
2025-03-01,SMS-1109,Digital Strategy,143000000
2025-03-01,SMS-1110,Creative Production,26000000
2025-03-01,SMS-1111,Creative Production,184000000
2025-03-01,SMS-1112,Creative Production,42000000
2025-03-01,SMS-1113,Creative Production,71000000
2025-03-01,SMS-1113,Media Performance,44000000
2025-03-01,SMS-1115,Digital Strategy,15000000
2025-03-01,SMS-1116,Creative Production,50000000
2025-03-01,SMS-1116,Media Performance,71000000
2025-03-01,SMS-1117,Digital Strategy,76000000
2025-03-01,SMS-1118,Creative Production,52000000
2025-03-01,SMS-1118,Media Performance,48000000
2025-03-01,SMS-1119,Creative Production,102000000
2025-03-01,SMS-1121,Creative Production,105000000
2025-03-01,SMS-1122,Digital Strategy,22000000
2025-03-01,SMS-1122,Media Performance,20000000
2025-03-01,SMS-1123,Media Performance,52000000
2025-03-01,SMS-1124,Digital Strategy,117000000
2025-03-01,SMS-1124,Creative Production,93000000
2025-03-01,SMS-1125,Creative Production,67000000
2025-03-01,SMS-1126,Media Performance,106000000
2025-03-01,SMS-1126,Creative Production,207000000
2025-03-01,SMS-1127,Media Performance,31000000
2025-03-01,SMS-1129,Creative Production,25000000
2025-03-01,SMS-1129,Media Performance,25000000
2025-03-01,SMS-1130,Digital Strategy,60000000
2025-03-01,SMS-1131,Digital Strategy,191000000
2025-03-01,SMS-1131,Creative Production,181000000
2025-03-01,SMS-1132,Media Performance,24000000
2025-03-01,SMS-1134,Digital Strategy,28000000
2025-03-01,SMS-1135,Creative Production,72000000
2025-03-01,SMS-1136,Creative Production,83000000
2025-03-01,SMS-1137,Digital Strategy,32000000
2025-03-01,SMS-1139,Media Performance,80000000
2025-03-01,SMS-1140,Digital Strategy,200000000
2025-03-01,SMS-1141,Digital Strategy,13000000
2025-03-01,SMS-1142,Digital Strategy,14000000
2025-03-01,SMS-1142,Media Performance,32000000
2025-03-01,SMS-1143,Digital Strategy,32000000
2025-03-01,SMS-1144,Digital Strategy,162000000
2025-03-01,SMS-1145,Creative Production,14000000
2025-03-01,SMS-1145,Media Performance,24000000
2025-03-01,SMS-1146,Media Performance,81000000
2025-03-01,SMS-1146,Creative Production,45000000
2025-03-01,SMS-1147,Digital Strategy,156000000
2025-03-01,SMS-1148,Creative Production,36000000
2025-03-01,SMS-1149,Creative Production,47000000
2025-04-01,SMS-1000,Creative Production,16000000
2025-04-01,SMS-1001,Digital Strategy,29000000
2025-04-01,SMS-1001,Creative Production,31000000
2025-04-01,SMS-1003,Media Performance,15000000
2025-04-01,SMS-1003,Creative Production,27000000
2025-04-01,SMS-1004,Creative Production,18000000
2025-04-01,SMS-1004,Media Performance,21000000
2025-04-01,SMS-1005,Creative Production,68000000
2025-04-01,SMS-1006,Media Performance,33000000
2025-04-01,SMS-1007,Creative Production,195000000
2025-04-01,SMS-1007,Media Performance,116000000
2025-04-01,SMS-1009,Media Performance,70000000
2025-04-01,SMS-1010,Media Performance,68000000
2025-04-01,SMS-1012,Digital Strategy,55000000
2025-04-01,SMS-1013,Media Performance,24000000
2025-04-01,SMS-1016,Media Performance,21000000
2025-04-01,SMS-1017,Media Performance,57000000
2025-04-01,SMS-1017,Creative Production,64000000
2025-04-01,SMS-1018,Media Performance,75000000
2025-04-01,SMS-1018,Creative Production,60000000
2025-04-01,SMS-1019,Creative Production,55000000
2025-04-01,SMS-1019,Digital Strategy,64000000
2025-04-01,SMS-1021,Creative Production,21000000
2025-04-01,SMS-1022,Media Performance,30000000
2025-04-01,SMS-1023,Digital Strategy,15000000
2025-04-01,SMS-1023,Media Performance,26000000
2025-04-01,SMS-1025,Creative Production,78000000
2025-04-01,SMS-1026,Creative Production,62000000
2025-04-01,SMS-1027,Creative Production,60000000
